trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 1.0}",30,0,-91.23476802707249,"{0: 20, 1: 2, 2: 6, 3: 2, 4: 0}",0
2,False,"{'a': 0.5, 'e': 1.0}",25,0,-69.53325033343549,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
3,False,"{'a': 0.5, 'e': 1.0}",25,0,-130.4688133095885,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
4,False,"{'a': 0.5, 'e': 1.0}",20,0,-126.4806643020604,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
5,False,"{'a': 0.5, 'e': 1.0}",30,0,-181.00929621008393,"{0: 13, 1: 4, 2: 10, 3: 2, 4: 1}",0
6,False,"{'a': 0.5, 'e': 1.0}",25,0,-174.35514185505002,"{0: 13, 1: 1, 2: 8, 3: 1, 4: 2}",0
7,False,"{'a': 0.5, 'e': 0.99}",25,11,-29.776503734551984,"{0: 9, 1: 2, 2: 3, 3: 0, 4: 0}",1
8,False,"{'a': 0.5, 'e': 0.99}",20,0,-46.85757567985438,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
9,False,"{'a': 0.5, 'e': 0.99}",20,0,-76.85381358763823,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
10,False,"{'a': 0.5, 'e': 0.99}",20,0,-79.15023099177814,"{0: 12, 1: 0, 2: 7, 3: 1, 4: 0}",0
11,False,"{'a': 0.5, 'e': 0.99}",20,0,-73.59027427775729,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
12,False,"{'a': 0.5, 'e': 0.99}",30,0,-118.3334810220611,"{0: 20, 1: 2, 2: 5, 3: 2, 4: 1}",0
13,False,"{'a': 0.5, 'e': 0.99}",25,0,-169.35665146023624,"{0: 17, 1: 0, 2: 3, 3: 2, 4: 3}",0
14,False,"{'a': 0.5, 'e': 0.9801}",20,0,-182.01216674434107,"{0: 10, 1: 1, 2: 5, 3: 1, 4: 3}",0
15,False,"{'a': 0.5, 'e': 0.9801}",30,0,-100.96924527412021,"{0: 16, 1: 6, 2: 7, 3: 1, 4: 0}",0
16,False,"{'a': 0.5, 'e': 0.9801}",30,0,-128.02603784085167,"{0: 19, 1: 2, 2: 6, 3: 2, 4: 1}",0
17,False,"{'a': 0.5, 'e': 0.9801}",25,0,-76.70669606189884,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
18,False,"{'a': 0.5, 'e': 0.9801}",30,0,-106.94309822421113,"{0: 17, 1: 8, 2: 2, 3: 3, 4: 0}",0
19,False,"{'a': 0.5, 'e': 0.9801}",30,0,-78.33156031792494,"{0: 20, 1: 4, 2: 4, 3: 2, 4: 0}",0
20,False,"{'a': 0.5, 'e': 0.9801}",25,0,-143.397363790152,"{0: 13, 1: 4, 2: 6, 3: 0, 4: 2}",0
21,False,"{'a': 0.5, 'e': 0.970299}",20,0,-39.89602773867898,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
22,False,"{'a': 0.5, 'e': 0.970299}",25,0,-105.26930970743962,"{0: 17, 1: 1, 2: 4, 3: 2, 4: 1}",0
23,False,"{'a': 0.5, 'e': 0.970299}",25,0,-262.9265286526249,"{0: 10, 1: 2, 2: 8, 3: 1, 4: 4}",0
24,False,"{'a': 0.5, 'e': 0.970299}",30,0,-229.56688358017308,"{0: 14, 1: 2, 2: 10, 3: 1, 4: 3}",0
25,False,"{'a': 0.5, 'e': 0.970299}",25,0,-128.2025381050632,"{0: 16, 1: 0, 2: 7, 3: 0, 4: 2}",0
26,False,"{'a': 0.5, 'e': 0.970299}",20,0,-29.891550437278966,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
27,False,"{'a': 0.5, 'e': 0.970299}",20,0,-40.16023248314646,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
28,False,"{'a': 0.5, 'e': 0.96059601}",25,0,-117.38977635874026,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
29,False,"{'a': 0.5, 'e': 0.96059601}",20,0,-109.41105555432468,"{0: 13, 1: 3, 2: 1, 3: 1, 4: 2}",0
30,False,"{'a': 0.5, 'e': 0.96059601}",20,0,-66.4819115343123,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
31,False,"{'a': 0.5, 'e': 0.96059601}",25,18,-1.316864375872274,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
32,False,"{'a': 0.5, 'e': 0.96059601}",20,1,-61.275835882863454,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 0}",1
33,False,"{'a': 0.5, 'e': 0.96059601}",30,8,-102.5110858676625,"{0: 12, 1: 2, 2: 5, 3: 3, 4: 0}",1
34,False,"{'a': 0.5, 'e': 0.96059601}",20,0,-84.46856983345904,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
35,False,"{'a': 0.5, 'e': 0.9509900498999999}",30,0,-229.45023988486992,"{0: 14, 1: 4, 2: 7, 3: 2, 4: 3}",0
36,False,"{'a': 0.5, 'e': 0.9509900498999999}",25,0,-131.42097175447424,"{0: 13, 1: 5, 2: 4, 3: 2, 4: 1}",0
37,False,"{'a': 0.5, 'e': 0.9509900498999999}",20,0,-156.62141601447422,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
38,False,"{'a': 0.5, 'e': 0.9509900498999999}",25,0,-208.77560170556325,"{0: 13, 1: 0, 2: 8, 3: 1, 4: 3}",0
39,False,"{'a': 0.5, 'e': 0.9509900498999999}",20,12,-17.93302700467943,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 0}",1
40,False,"{'a': 0.5, 'e': 0.9509900498999999}",20,0,-147.4731291852451,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
41,False,"{'a': 0.5, 'e': 0.9509900498999999}",35,0,-141.8132697182582,"{0: 22, 1: 4, 2: 7, 3: 0, 4: 2}",0
42,False,"{'a': 0.5, 'e': 0.941480149401}",20,0,-122.80202498329932,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 3}",0
43,False,"{'a': 0.5, 'e': 0.941480149401}",20,0,-76.523474058639,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
44,False,"{'a': 0.5, 'e': 0.941480149401}",20,0,-82.46919280275623,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
45,False,"{'a': 0.5, 'e': 0.941480149401}",25,0,-131.33703360206715,"{0: 11, 1: 8, 2: 4, 3: 1, 4: 1}",0
46,False,"{'a': 0.5, 'e': 0.941480149401}",25,0,-257.8233866620482,"{0: 11, 1: 1, 2: 8, 3: 1, 4: 4}",0
47,False,"{'a': 0.5, 'e': 0.941480149401}",30,0,-38.6456909066288,"{0: 19, 1: 8, 2: 3, 3: 0, 4: 0}",0
48,False,"{'a': 0.5, 'e': 0.941480149401}",30,0,-179.61823700472695,"{0: 15, 1: 5, 2: 7, 3: 1, 4: 2}",0
49,False,"{'a': 0.5, 'e': 0.9320653479069899}",25,12,-63.839389277165466,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 1}",1
50,False,"{'a': 0.5, 'e': 0.9320653479069899}",20,0,-122.88809545261732,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 2}",0
51,False,"{'a': 0.5, 'e': 0.9320653479069899}",20,0,-102.15969006641193,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
52,False,"{'a': 0.5, 'e': 0.9320653479069899}",20,0,-110.6790481281535,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
53,False,"{'a': 0.5, 'e': 0.9320653479069899}",25,0,-115.33936185121259,"{0: 16, 1: 1, 2: 5, 3: 2, 4: 1}",0
54,False,"{'a': 0.5, 'e': 0.9320653479069899}",20,0,-68.9129089117173,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 0}",0
55,False,"{'a': 0.5, 'e': 0.9320653479069899}",25,0,-158.6858638589177,"{0: 14, 1: 0, 2: 9, 3: 0, 4: 2}",0
56,False,"{'a': 0.5, 'e': 0.9227446944279201}",25,0,-58.283736423415704,"{0: 20, 1: 3, 2: 0, 3: 1, 4: 1}",0
57,False,"{'a': 0.5, 'e': 0.9227446944279201}",20,14,-10.316961740182892,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
58,False,"{'a': 0.5, 'e': 0.9227446944279201}",30,0,-101.04172840256895,"{0: 20, 1: 3, 2: 5, 3: 1, 4: 1}",0
59,False,"{'a': 0.5, 'e': 0.9227446944279201}",25,0,-282.07973504598436,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 6}",0
60,False,"{'a': 0.5, 'e': 0.9227446944279201}",30,0,-76.2383578599722,"{0: 25, 1: 1, 2: 2, 3: 0, 4: 2}",0
61,False,"{'a': 0.5, 'e': 0.9227446944279201}",20,0,-222.70327754343987,"{0: 8, 1: 2, 2: 6, 3: 0, 4: 4}",0
62,False,"{'a': 0.5, 'e': 0.9227446944279201}",20,0,0.0701779634148556,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
63,False,"{'a': 0.5, 'e': 0.9135172474836408}",25,0,-57.477000363579045,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
64,False,"{'a': 0.5, 'e': 0.9135172474836408}",20,0,-139.09172681979618,"{0: 11, 1: 0, 2: 7, 3: 0, 4: 2}",0
65,False,"{'a': 0.5, 'e': 0.9135172474836408}",25,0,-136.71459591759987,"{0: 13, 1: 6, 2: 4, 3: 0, 4: 2}",0
66,False,"{'a': 0.5, 'e': 0.9135172474836408}",20,0,-31.451549075241324,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
67,False,"{'a': 0.5, 'e': 0.9135172474836408}",20,0,-135.08303675838866,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
68,False,"{'a': 0.5, 'e': 0.9135172474836408}",20,0,-40.83476870028092,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
69,False,"{'a': 0.5, 'e': 0.9135172474836408}",20,0,-54.88557694591351,"{0: 11, 1: 6, 2: 2, 3: 1, 4: 0}",0
70,False,"{'a': 0.5, 'e': 0.9043820750088044}",20,0,-27.402903123676303,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
71,False,"{'a': 0.5, 'e': 0.9043820750088044}",20,0,-188.79677534693107,"{0: 10, 1: 2, 2: 3, 3: 2, 4: 3}",0
72,False,"{'a': 0.5, 'e': 0.9043820750088044}",30,0,-124.12550734242004,"{0: 21, 1: 1, 2: 6, 3: 0, 4: 2}",0
73,False,"{'a': 0.5, 'e': 0.9043820750088044}",25,0,-92.30865148691692,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
74,False,"{'a': 0.5, 'e': 0.9043820750088044}",20,0,-121.39889318299706,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",1
75,False,"{'a': 0.5, 'e': 0.9043820750088044}",20,0,-76.28961167656568,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
76,False,"{'a': 0.5, 'e': 0.9043820750088044}",20,0,-144.34912789924093,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
77,False,"{'a': 0.5, 'e': 0.8953382542587164}",20,0,-57.036047026817194,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
78,False,"{'a': 0.5, 'e': 0.8953382542587164}",20,0,-80.56018294572931,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
79,False,"{'a': 0.5, 'e': 0.8953382542587164}",20,0,-117.6699468806213,"{0: 11, 1: 4, 2: 3, 3: 0, 4: 2}",0
80,False,"{'a': 0.5, 'e': 0.8953382542587164}",30,0,-126.31952536011934,"{0: 22, 1: 2, 2: 2, 3: 2, 4: 2}",0
81,False,"{'a': 0.5, 'e': 0.8953382542587164}",20,0,-108.29635599395266,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
82,False,"{'a': 0.5, 'e': 0.8953382542587164}",25,19,-2.5802133045719966,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
83,False,"{'a': 0.5, 'e': 0.8953382542587164}",20,0,-58.570917108991374,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
84,False,"{'a': 0.5, 'e': 0.8863848717161292}",20,13,-1.7376814301619947,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
85,False,"{'a': 0.5, 'e': 0.8863848717161292}",25,0,-90.72059931055958,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
86,False,"{'a': 0.5, 'e': 0.8863848717161292}",30,0,-99.83988211692173,"{0: 19, 1: 3, 2: 6, 3: 2, 4: 0}",0
87,False,"{'a': 0.5, 'e': 0.8863848717161292}",30,0,-153.70895283330114,"{0: 19, 1: 4, 2: 4, 3: 0, 4: 3}",0
88,False,"{'a': 0.5, 'e': 0.8863848717161292}",20,0,-142.89032253029166,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 3}",0
89,False,"{'a': 0.5, 'e': 0.8863848717161292}",25,0,-88.85247573654316,"{0: 19, 1: 0, 2: 3, 3: 2, 4: 1}",0
90,False,"{'a': 0.5, 'e': 0.8863848717161292}",30,0,-111.11401044327391,"{0: 19, 1: 3, 2: 6, 3: 1, 4: 1}",0
91,False,"{'a': 0.5, 'e': 0.8775210229989678}",25,0,-77.70080469338063,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
92,False,"{'a': 0.5, 'e': 0.8775210229989678}",20,0,-179.22353941170826,"{0: 9, 1: 2, 2: 6, 3: 0, 4: 3}",0
93,False,"{'a': 0.5, 'e': 0.8775210229989678}",20,0,-40.11235759365637,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
94,False,"{'a': 0.5, 'e': 0.8775210229989678}",25,0,-84.22526676033205,"{0: 15, 1: 2, 2: 7, 3: 1, 4: 0}",0
95,False,"{'a': 0.5, 'e': 0.8775210229989678}",25,0,-151.53979412148271,"{0: 14, 1: 3, 2: 2, 3: 5, 4: 1}",0
96,False,"{'a': 0.5, 'e': 0.8775210229989678}",30,0,-159.89870901537998,"{0: 20, 1: 2, 2: 5, 3: 0, 4: 3}",0
97,False,"{'a': 0.5, 'e': 0.8775210229989678}",25,0,-95.70946824406325,"{0: 18, 1: 1, 2: 3, 3: 2, 4: 1}",0
98,False,"{'a': 0.5, 'e': 0.8687458127689782}",30,13,-99.08408806863693,"{0: 8, 1: 0, 2: 7, 3: 2, 4: 0}",1
99,False,"{'a': 0.5, 'e': 0.8687458127689782}",30,12,-49.694057947993336,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 1}",1
100,False,"{'a': 0.5, 'e': 0.8687458127689782}",20,13,-52.64005272675501,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 1}",1
101,False,"{'a': 0.5, 'e': 0.8687458127689782}",20,0,-100.63266803422682,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
102,False,"{'a': 0.5, 'e': 0.8687458127689782}",25,0,-206.8028831638604,"{0: 9, 1: 3, 2: 10, 3: 1, 4: 2}",0
103,False,"{'a': 0.5, 'e': 0.8687458127689782}",20,1,-174.55744075089538,"{0: 9, 1: 2, 2: 4, 3: 1, 4: 3}",1
104,False,"{'a': 0.5, 'e': 0.8687458127689782}",25,0,-58.56753853459578,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
105,False,"{'a': 0.5, 'e': 0.8600583546412884}",25,0,-27.356223196947766,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
106,False,"{'a': 0.5, 'e': 0.8600583546412884}",25,0,-108.03418983462733,"{0: 16, 1: 2, 2: 4, 3: 2, 4: 1}",0
107,False,"{'a': 0.5, 'e': 0.8600583546412884}",30,0,-92.54024115507286,"{0: 21, 1: 2, 2: 5, 3: 1, 4: 1}",0
108,False,"{'a': 0.5, 'e': 0.8600583546412884}",30,0,-189.3670703632943,"{0: 18, 1: 3, 2: 5, 3: 1, 4: 3}",0
109,False,"{'a': 0.5, 'e': 0.8600583546412884}",20,0,-21.8913081331765,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
110,False,"{'a': 0.5, 'e': 0.8600583546412884}",20,0,-24.542461938369822,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
111,False,"{'a': 0.5, 'e': 0.8600583546412884}",25,0,-105.39073175893668,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
112,False,"{'a': 0.5, 'e': 0.8514577710948755}",30,0,-104.1367107899328,"{0: 20, 1: 5, 2: 2, 3: 2, 4: 1}",0
113,False,"{'a': 0.5, 'e': 0.8514577710948755}",20,7,-54.09957257175477,"{0: 7, 1: 1, 2: 4, 3: 1, 4: 0}",1
114,False,"{'a': 0.5, 'e': 0.8514577710948755}",20,0,-97.41230246811018,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
115,False,"{'a': 0.5, 'e': 0.8514577710948755}",20,0,-55.217965021505684,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
116,False,"{'a': 0.5, 'e': 0.8514577710948755}",20,0,-129.97240408758688,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
117,False,"{'a': 0.5, 'e': 0.8514577710948755}",20,6,-126.27421006683471,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 3}",1
118,False,"{'a': 0.5, 'e': 0.8514577710948755}",20,0,-38.57268085958205,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
119,False,"{'a': 0.5, 'e': 0.8429431933839268}",20,1,-98.16373235131819,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 1}",1
120,False,"{'a': 0.5, 'e': 0.8429431933839268}",20,0,-41.98377403388386,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
121,False,"{'a': 0.5, 'e': 0.8429431933839268}",25,0,-174.52420406708407,"{0: 11, 1: 4, 2: 7, 3: 1, 4: 2}",0
122,False,"{'a': 0.5, 'e': 0.8429431933839268}",30,0,-263.1744635593665,"{0: 13, 1: 6, 2: 5, 3: 2, 4: 4}",0
123,False,"{'a': 0.5, 'e': 0.8429431933839268}",20,0,-59.205660691963644,"{0: 14, 1: 0, 2: 4, 3: 2, 4: 0}",0
124,False,"{'a': 0.5, 'e': 0.8429431933839268}",20,0,-160.80277652997646,"{0: 9, 1: 1, 2: 5, 3: 4, 4: 1}",0
125,False,"{'a': 0.5, 'e': 0.8429431933839268}",20,0,-61.84468727543191,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
126,False,"{'a': 0.5, 'e': 0.8345137614500875}",20,0,-108.31995695602322,"{0: 13, 1: 3, 2: 1, 3: 1, 4: 2}",0
127,False,"{'a': 0.5, 'e': 0.8345137614500875}",30,0,-46.864372314814304,"{0: 21, 1: 4, 2: 5, 3: 0, 4: 0}",0
128,False,"{'a': 0.5, 'e': 0.8345137614500875}",30,0,-135.14433073262398,"{0: 19, 1: 3, 2: 5, 3: 1, 4: 2}",0
129,False,"{'a': 0.5, 'e': 0.8345137614500875}",20,0,-75.67969029307179,"{0: 10, 1: 3, 2: 7, 3: 0, 4: 0}",0
130,False,"{'a': 0.5, 'e': 0.8345137614500875}",25,0,-91.04232213107032,"{0: 17, 1: 3, 2: 2, 3: 2, 4: 1}",0
131,False,"{'a': 0.5, 'e': 0.8345137614500875}",25,0,-109.54542328711365,"{0: 14, 1: 2, 2: 8, 3: 0, 4: 1}",0
132,False,"{'a': 0.5, 'e': 0.8345137614500875}",20,0,-75.57267224964639,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
133,False,"{'a': 0.5, 'e': 0.8261686238355866}",20,0,-148.4476543658903,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 3}",0
134,False,"{'a': 0.5, 'e': 0.8261686238355866}",20,10,8.837591726546123,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.5, 'e': 0.8261686238355866}",20,0,-24.234227167141793,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
136,False,"{'a': 0.5, 'e': 0.8261686238355866}",20,6,-49.4783550526993,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
137,False,"{'a': 0.5, 'e': 0.8261686238355866}",20,0,-158.5078695836093,"{0: 10, 1: 4, 2: 1, 3: 3, 4: 2}",0
138,False,"{'a': 0.5, 'e': 0.8261686238355866}",25,18,-43.547301184400155,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
139,False,"{'a': 0.5, 'e': 0.8261686238355866}",30,3,-56.609569565680424,"{0: 20, 1: 2, 2: 3, 3: 2, 4: 0}",1
140,False,"{'a': 0.5, 'e': 0.8179069375972308}",20,0,-47.01546685290089,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
141,False,"{'a': 0.5, 'e': 0.8179069375972308}",25,0,-82.8633974216206,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
142,False,"{'a': 0.5, 'e': 0.8179069375972308}",20,0,-25.294913374732673,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
143,False,"{'a': 0.5, 'e': 0.8179069375972308}",30,0,-149.7898824990151,"{0: 21, 1: 2, 2: 4, 3: 0, 4: 3}",0
144,False,"{'a': 0.5, 'e': 0.8179069375972308}",20,0,-98.66896908062631,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
145,False,"{'a': 0.5, 'e': 0.8179069375972308}",25,0,-91.6539547749751,"{0: 16, 1: 5, 2: 2, 3: 1, 4: 1}",1
146,False,"{'a': 0.5, 'e': 0.8179069375972308}",25,0,-49.655688539872244,"{0: 18, 1: 5, 2: 1, 3: 0, 4: 1}",0
147,False,"{'a': 0.5, 'e': 0.8097278682212584}",25,10,-68.74149118299032,"{0: 8, 1: 1, 2: 4, 3: 2, 4: 0}",1
148,False,"{'a': 0.5, 'e': 0.8097278682212584}",20,0,-68.33920856125205,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
149,False,"{'a': 0.5, 'e': 0.8097278682212584}",30,16,-38.427294710977634,"{0: 8, 1: 4, 2: 1, 3: 1, 4: 0}",1
150,False,"{'a': 0.5, 'e': 0.8097278682212584}",30,0,-108.700728833978,"{0: 19, 1: 1, 2: 8, 3: 2, 4: 0}",0
151,False,"{'a': 0.5, 'e': 0.8097278682212584}",20,0,0.1023156541395327,"{0: 16, 1: 4, 2: 0, 3: 0, 4: 0}",0
152,False,"{'a': 0.5, 'e': 0.8097278682212584}",20,0,-50.530882722679834,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
153,False,"{'a': 0.5, 'e': 0.8097278682212584}",30,7,-82.47083554487931,"{0: 16, 1: 0, 2: 4, 3: 3, 4: 0}",1
154,False,"{'a': 0.5, 'e': 0.8016305895390459}",25,0,-93.76925787931418,"{0: 15, 1: 2, 2: 6, 3: 2, 4: 0}",0
155,False,"{'a': 0.5, 'e': 0.8016305895390459}",30,0,-159.43697345816602,"{0: 16, 1: 3, 2: 9, 3: 0, 4: 2}",0
156,False,"{'a': 0.5, 'e': 0.8016305895390459}",30,0,-54.853096069797274,"{0: 23, 1: 3, 2: 3, 3: 0, 4: 1}",0
157,False,"{'a': 0.5, 'e': 0.8016305895390459}",20,0,-59.31115606020237,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
158,False,"{'a': 0.5, 'e': 0.8016305895390459}",20,0,-50.538893627860105,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
159,False,"{'a': 0.5, 'e': 0.8016305895390459}",25,0,-56.8963487415797,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
160,False,"{'a': 0.5, 'e': 0.8016305895390459}",20,0,-105.32244154821674,"{0: 11, 1: 0, 2: 8, 3: 0, 4: 1}",0
161,False,"{'a': 0.5, 'e': 0.7936142836436554}",30,0,-152.81029424568175,"{0: 19, 1: 1, 2: 7, 3: 1, 4: 2}",0
162,False,"{'a': 0.5, 'e': 0.7936142836436554}",25,15,-33.82056729090547,"{0: 5, 1: 4, 2: 0, 3: 1, 4: 0}",1
163,False,"{'a': 0.5, 'e': 0.7936142836436554}",30,12,-56.98645918965571,"{0: 11, 1: 2, 2: 3, 3: 2, 4: 0}",1
164,False,"{'a': 0.5, 'e': 0.7936142836436554}",25,0,-104.7607178038313,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
165,False,"{'a': 0.5, 'e': 0.7936142836436554}",35,0,-149.05654480496946,"{0: 20, 1: 8, 2: 5, 3: 0, 4: 2}",0
166,False,"{'a': 0.5, 'e': 0.7936142836436554}",30,0,-101.61104598085836,"{0: 20, 1: 1, 2: 8, 3: 0, 4: 1}",1
167,False,"{'a': 0.5, 'e': 0.7936142836436554}",20,5,23.72224194094591,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.5, 'e': 0.7856781408072188}",25,5,-21.49145497181874,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",1
169,False,"{'a': 0.5, 'e': 0.7856781408072188}",30,0,-24.488862917222022,"{0: 22, 1: 6, 2: 2, 3: 0, 4: 0}",0
170,False,"{'a': 0.5, 'e': 0.7856781408072188}",20,13,-54.14029534104999,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 1}",1
171,False,"{'a': 0.5, 'e': 0.7856781408072188}",30,0,-179.36329862066682,"{0: 22, 1: 0, 2: 3, 3: 1, 4: 4}",0
172,False,"{'a': 0.5, 'e': 0.7856781408072188}",30,0,-10.634653762273867,"{0: 25, 1: 1, 2: 4, 3: 0, 4: 0}",1
173,False,"{'a': 0.5, 'e': 0.7856781408072188}",20,0,-58.60664266427597,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 0}",0
174,False,"{'a': 0.5, 'e': 0.7856781408072188}",20,0,-67.75053363906721,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
175,False,"{'a': 0.5, 'e': 0.7778213593991467}",20,16,6.67685696128593,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.5, 'e': 0.7778213593991467}",25,14,-2.1816155121592056,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
177,False,"{'a': 0.5, 'e': 0.7778213593991467}",30,0,-150.56377543895306,"{0: 19, 1: 3, 2: 4, 3: 2, 4: 2}",0
178,False,"{'a': 0.5, 'e': 0.7778213593991467}",20,3,-21.37721856776194,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 0}",1
179,False,"{'a': 0.5, 'e': 0.7778213593991467}",25,0,-59.62705588781371,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
180,False,"{'a': 0.5, 'e': 0.7778213593991467}",20,0,-75.09473725237562,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
181,False,"{'a': 0.5, 'e': 0.7778213593991467}",35,7,-49.52548495028747,"{0: 20, 1: 2, 2: 5, 3: 1, 4: 0}",1
182,False,"{'a': 0.5, 'e': 0.7700431458051551}",30,0,-217.66203168662219,"{0: 19, 1: 2, 2: 3, 3: 2, 4: 4}",0
183,False,"{'a': 0.5, 'e': 0.7700431458051551}",25,7,-80.1459112523855,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 1}",1
184,False,"{'a': 0.5, 'e': 0.7700431458051551}",30,1,-132.22526492057386,"{0: 19, 1: 3, 2: 4, 3: 1, 4: 2}",1
185,False,"{'a': 0.5, 'e': 0.7700431458051551}",20,0,-167.6434596848939,"{0: 10, 1: 2, 2: 3, 3: 3, 4: 2}",0
